parameter_name,Creatinine
analysis_id,97w9p8690i6f8vr
gene_symbol,Sgip1
mouse_strain,C57BL
parameter_id,JAX_URI_002_001
pvalue,0.5578451
mouse_life_stage,Early adult
gene_accession_id,MGI:1920344
