gene_symbol,Rigi
mouse_life_stage,Early adult
pvalue,0.4311515
parameter_id,IMPC_XRY_066_001
gene_accession_id,MGI:2442858
mouse_strain,C52BL
parameter_name,Sacral processes
analysis_id,315d071532a4yyt
