parameter_id,IMPC_ABR_006_001
mouse_strain,C57BL
gene_accession_id,MGI:104640
mouse_life_stage,Early adult
gene_symbol,Rab17
pvalue,0.5723007
parameter_name,12kHz-evoked ABR Threshold
analysis_id,52o4046s82l1n5d
