gene_symbol,Tatdn3
parameter_name,Periphery distance travelled
parameter_id,ESLIM_007_001_006
gene_accession_id,MGI:1916222
pvalue,0.1233317
mouse_strain,C57BL
analysis_id,e546r56qvh6g5a6
mouse_life_stage,Early adult
