parameter_id,JAXLA_DXA_009_001
parameter_name,Fat/Body weight
mouse_strain,C57BL
pvalue,0.2128824
gene_symbol,Tubb4b
analysis_id,r3j427370j4t7j2
mouse_life_stage,Early adult
gene_accession_id,MGI:1915472
