parameter_id,MGP_CSD_066_001
gene_symbol,Slc45a3
mouse_life_stage,Early adult
parameter_name,Snout morphology
gene_accession_id,MGI:1922082
analysis_id,x6689iwel77r86v
pvalue,0.1004323
mouse_strain,C57BL
