parameter_id,IMPC_XRY_065_001
pvalue,0.4764559
parameter_name,Lumbar processes
gene_symbol,Zmynd19
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,we44810c81939ij
gene_accession_id,MGI:1914437
