mouse_strain,129SV
gene_symbol,Bpifa3
pvalue,0.5837272
parameter_name,Resting NK cells - % of NK cells
mouse_life_stage,Early adult
parameter_id,MGP_MLN_033_001
gene_accession_id,MGI:1920638
analysis_id,7226u4n6ny4t2a7
