mouse_life_stage,Early adult
parameter_id,MGP_IMM_078_001
analysis_id,iqkx6879ur5xdt5
pvalue,0.1158243
gene_symbol,Slc45a3
mouse_strain,C57BL
parameter_name,Resting Treg cells - % of CD45+
gene_accession_id,MGI:1922082
