gene_symbol,Fgb
pvalue,0.06033257
analysis_id,8z3m7001q85w13n
mouse_life_stage,E12.5
parameter_id,IMPC_XRY_001_001
gene_accession_id,MGI:99501
parameter_name,Skull shape
mouse_strain,C57BL
