gene_symbol,Nipal3
parameter_name,Neutrophil percentage
parameter_id,MGP_PBI_019_001
mouse_strain,129SV
gene_accession_id,MGI:1921802
mouse_life_stage,Early adult
analysis_id,u779v784ogit6y3
pvalue,0.6049526
