parameter_name,Prepulse inhibition - PP3
mouse_life_stage,Early adult
pvalue,0.7319621
gene_accession_id,MGI:1914050
analysis_id,2lnz968w497385d
gene_symbol,Trp53rkb
mouse_strain,C57BL
parameter_id,ESLIM_011_001_703
