gene_symbol,Nucks1
mouse_life_stage,Early adult
pvalue,0.9460992
parameter_id,IMPC_ABR_006_001
parameter_name,12kHz-evoked ABR Threshold
gene_accession_id,MGI:1934811
analysis_id,4549p4649d6k2ui
mouse_strain,C57BL
