gene_symbol,Kdm4c
mouse_life_stage,Early adult
parameter_name,Hindlimbs - shape
gene_accession_id,MGI:1924054
pvalue,0.7707071
parameter_id,JAXLA_CSD_021_001
analysis_id,25kd887y2927irg
mouse_strain,C57BL
