gene_symbol,Galnt13
parameter_name,Effector CD8+ T cells - % of CD45+
parameter_id,MGP_MLN_074_001
mouse_life_stage,Late adult
pvalue,0.09849657
mouse_strain,C57BL
gene_accession_id,MGI:2139447
analysis_id,p58032g67th5b99
