gene_symbol,Pglyrp3
mouse_life_stage,Early adult
pvalue,0.6220269
parameter_name,Creatinine
analysis_id,4416fnhk964n046
gene_accession_id,MGI:2685266
mouse_strain,C57BL
parameter_id,JAX_URI_002_001
