gene_symbol,Dnaaf9
mouse_strain,C57BL
parameter_id,IMPC_IMM_064_001
parameter_name,B1B Cells
analysis_id,khknx4a1p67i0c4
gene_accession_id,MGI:1923029
pvalue,0.4925539
mouse_life_stage,Early adult
