gene_symbol,AU040320
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_accession_id,MGI:2140475
analysis_id,11ley24q05lq2hj
parameter_id,MGP_MLN_064_001
parameter_name,Total CD4+ T cells - % of CD45+
pvalue,0.280643
