gene_symbol,Zfp683
gene_accession_id,MGI:3650254
analysis_id,33c1v8015x36749
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Clavicle
parameter_id,IMPC_XRY_007_001
pvalue,0.1486802
