parameter_id,IMPC_ECH_018_001
gene_accession_id,MGI:88380
parameter_name,Respiration Rate
mouse_strain,C57BL
gene_symbol,F2
pvalue,0.9186807
analysis_id,919361avk24pc9v
mouse_life_stage,Early adult
