gene_symbol,Hspa5
mouse_strain,C57BL
gene_accession_id,MGI:95835
analysis_id,q84051fq027pd5q
mouse_life_stage,E12.5
pvalue,0.8596074
parameter_id,ESLIM_007_001_015
parameter_name,Number of centre entries
