parameter_id,IMPC_GEL_060_001
gene_symbol,Dnajc6
mouse_strain,C57BL
gene_accession_id,MGI:1919935
pvalue,0.5415125
parameter_name,Neural tube morphology
mouse_life_stage,Early adult
analysis_id,d45z49jg4mu7z0x
