gene_symbol,Bach2
analysis_id,ug57916643xwxt1
parameter_name,KLRG1+ NK cells - % of CD45+
pvalue,0
gene_accession_id,MGI:894679
mouse_strain,C57BL
parameter_id,MGP_IMM_101_001
mouse_life_stage,Early adult
