gene_symbol,Slc30a4
analysis_id,21807085c72pk2m
pvalue,0.9759661
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1345282
parameter_name,Mean left eye lens density
mouse_strain,C57BL
parameter_id,IMPC_EYE_056_001
