parameter_name,Distance travelled - total
mouse_life_stage,Early adult
analysis_id,u8n05qmopkfzhhy
gene_symbol,Etfdh
gene_accession_id,MGI:106100
parameter_id,IMPC_OFD_020_001
pvalue,0.3926173
mouse_strain,C57BL
