parameter_name,Whole arena resting time
analysis_id,0t351n389719f8e
gene_symbol,Cldn19
mouse_life_stage,Early adult
pvalue,0.7134563
mouse_strain,C57BL
gene_accession_id,MGI:3033992
parameter_id,IMPC_OFD_007_001
