parameter_name,Periphery average speed
pvalue,0.3044839
analysis_id,17m9z8u7r6va57x
gene_symbol,Slx4ip
gene_accession_id,MGI:1921493
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_OFD_013_001
