parameter_id,IMPC_GEO_011_001
analysis_id,rvt24cs911jmex0
gene_accession_id,MGI:2446186
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Lpgat1
parameter_name,Blood Vessel Morphology
pvalue,0.2803283
