parameter_name,Embryo Size
parameter_id,IMPC_GEL_032_001
pvalue,0.8122815
gene_accession_id,MGI:1925049
mouse_strain,C57BL
analysis_id,u246n2yk22yv0e0
gene_symbol,Sla2
mouse_life_stage,Early adult
