gene_symbol,Wars2
gene_accession_id,MGI:1917810
mouse_strain,C57BL
parameter_name,Respiration Rate
mouse_life_stage,E9.5
pvalue,0.6626642
parameter_id,IMPC_ECH_018_001
analysis_id,1724f14077ya14f
