gene_symbol,Duoxa2
pvalue,0.9050075
analysis_id,d8xg96883j525om
gene_accession_id,MGI:1914061
parameter_name,Cue Baseline % Freezing Time
mouse_life_stage,Early adult
parameter_id,HRWLLA_FEA_015_001
mouse_strain,C57BL
