parameter_name,Body Weight
mouse_strain,C57BL
analysis_id,z65w6f46slz377e
mouse_life_stage,Early adult
pvalue,0.9338147
gene_accession_id,MGI:2448481
parameter_id,M-G-P_012_001_005
gene_symbol,Mgst2
