parameter_id,IMPC_EYE_092_001
gene_accession_id,MGI:105072
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Rab22a
pvalue,0.7610155
analysis_id,x05y909oe9399x8
parameter_name,Retina (combined)
