parameter_id,IMPC_EYE_092_001
pvalue,0.9251383
parameter_name,Retina (combined)
analysis_id,r6jrnsgb1xy2z70
gene_accession_id,MGI:1914944
mouse_strain,C57BL
gene_symbol,Ift74
mouse_life_stage,Early adult
