gene_symbol,Hnf4a
parameter_id,MGP_CSD_067_001
parameter_name,Snout size
pvalue,0.4529616
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,30u7981679w8906
gene_accession_id,MGI:109128
