gene_symbol,Mapkap1
mouse_life_stage,E12.5
pvalue,0.3886398
parameter_name,Effector NK cells - % of NK cells
gene_accession_id,MGI:2444554
mouse_strain,C57BL
parameter_id,MGP_MLN_032_001
analysis_id,5zt544lr1193d96
