gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
parameter_name,Weight
mouse_strain,C57BL
parameter_id,M-G-P_005_001_001
mouse_life_stage,Early adult
pvalue,0.4710553
analysis_id,53g2wfeh7oea230
