parameter_id,M-G-P_026_001_004
pvalue,0.709889
mouse_life_stage,Early adult
gene_accession_id,MGI:109585
gene_symbol,Pld1
parameter_name,Coat colouration
analysis_id,5c1mx1oc49ql47k
mouse_strain,C57BL
