parameter_id,IMPC_CSD_036_001
mouse_strain,C57BL
gene_symbol,Nucks1
parameter_name,Startle response
mouse_life_stage,Late adult
pvalue,0.2680938
gene_accession_id,MGI:1934811
analysis_id,9y5il54sh4uc2n7
