mouse_life_stage,Early adult
gene_symbol,CLVS1
gene_accession_id,MGI:1921688
analysis_id,2unq41yduj0w231
mouse_strain,C57BL
pvalue,0.1476582
parameter_name,Large Unstained Cell (LUC) count
parameter_id,IMPC_HEM_039_001
