mouse_strain,129SV
gene_accession_id,MGI:2684980
pvalue,0.6049803
parameter_id,MGP_MLN_072_001
mouse_life_stage,Early adult
analysis_id,x2wui5kr7w88b13
gene_symbol,Mms22l
parameter_name,KLRG1+ Treg cells - % of CD45+
