parameter_id,MGP_IMM_070_001
parameter_name,Total ab T cells - % of CD45+
gene_symbol,Sprr1b
mouse_life_stage,Early adult
analysis_id,5iwhs6h9o3b4oi4
mouse_strain,C57BL
gene_accession_id,MGI:106659
pvalue,0.6576715
