gene_symbol,Frmpd1
parameter_name,Pericardium Morphology
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2446274
parameter_id,IMPC_GEL_006_001
analysis_id,hheo89bb9350smt
pvalue,0.8322112
