parameter_id,JAX_OFD_013_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
analysis_id,1ym990ibab46n1y
pvalue,0.1675933
gene_symbol,AU040320
parameter_name,Periphery average speed
gene_accession_id,MGI:2140475
