parameter_id,MGP_PBI_008_001
mouse_life_stage,E12.5
gene_symbol,Bmi1
parameter_name,CD4+ CD25+ alpha beta regulatory T cell percentage
gene_accession_id,MGI:88174
pvalue,0.5974669
mouse_strain,C57BL
analysis_id,l567c435elsqdn0
