gene_symbol,Hspa5
gene_accession_id,MGI:95835
analysis_id,t8v9233pxtt8432
parameter_id,IMPC_GEO_009_002
mouse_strain,C57BL
parameter_name,Hemorrhage
mouse_life_stage,Early adult
pvalue,0.1250106
