parameter_id,IMPC_ACS_036_001
pvalue,0.05912203
mouse_life_stage,Early adult
analysis_id,0i7i1wb3e01l7gn
mouse_strain,C57BL
gene_accession_id,MGI:2444114
gene_symbol,Zcchc2
parameter_name,% Pre-pulse inhibition - PPI4
