parameter_name,Prepulse inhibition - PP4
analysis_id,7ca83micizhlq2n
gene_symbol,Atrn
gene_accession_id,MGI:1341628
mouse_life_stage,Early adult
pvalue,0.2871907
mouse_strain,C57BL
parameter_id,ESLIM_011_001_704
