gene_symbol,Fgb
parameter_name,Periphery average speed
mouse_strain,C57BL
parameter_id,ESLIM_007_001_009
mouse_life_stage,Early adult
gene_accession_id,MGI:99501
pvalue,0.4207684
analysis_id,08o21217ccs87go
