parameter_id,IMPC_IMM_025_001
mouse_strain,C57BL
pvalue,0.5035066
gene_accession_id,MGI:1913396
parameter_name,DN CD25- NKT cells
analysis_id,6u38x796y28524c
mouse_life_stage,Early adult
gene_symbol,Maco1
