gene_symbol,Mapkap1
parameter_id,IMPC_IMM_067_001
mouse_strain,C57BL
pvalue,0.9305823
analysis_id,e45rm6scltuu3aq
gene_accession_id,MGI:2444554
parameter_name,Follicular B Cells (CD21/35+)
mouse_life_stage,Early adult
