parameter_id,IMPC_OFD_022_001
analysis_id,76n4t2b934n4pm7
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1931322
pvalue,0.3787578
gene_symbol,Car13
parameter_name,Percentage center time
