mouse_life_stage,Early adult
gene_accession_id,MGI:2135738
parameter_id,HMGULA_CBC_005_001
mouse_strain,C57BL
parameter_name,Creatinine
analysis_id,jb8i3517jow6271
gene_symbol,Abo
pvalue,0.9422704
