parameter_id,JAX_LDT_005_001
gene_accession_id,MGI:1274787
mouse_strain,C57BL
parameter_name,Time mobile dark side
gene_symbol,Trdmt1
mouse_life_stage,Early adult
pvalue,0.2751821
analysis_id,0r16zy6r73msch6
