gene_symbol,Bcs1l
mouse_life_stage,E12.5
parameter_id,M-G-P_013_001_001
mouse_strain,C55BL
pvalue,0.4732162
gene_accession_id,MGI:1914071
parameter_name,Eye
analysis_id,4847679y84bz239
