gene_symbol,Zfp683
mouse_life_stage,Early adult
parameter_name,Fasted blood glucose concentration
mouse_strain,C57BL
gene_accession_id,MGI:3650254
analysis_id,4e8ej7y01d03j87
parameter_id,IMPC_IPG_010_001
pvalue,0.4950784
