parameter_id,IMPC_GEO_009_002
pvalue,0.8382602
analysis_id,a97jy9394444p84
gene_accession_id,MGI:1916222
parameter_name,Hemorrhage
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Tatdn3
