parameter_id,IMPC_IPG_010_001
analysis_id,hgmy27o20d78460
pvalue,0.08596619
parameter_name,Fasted blood glucose concentration
gene_accession_id,MGI:2684980
gene_symbol,Mms22l
mouse_strain,C57BL
mouse_life_stage,Early adult
