mouse_strain,129SV
mouse_life_stage,Early adult
gene_symbol,Nipal3
gene_accession_id,MGI:1921802
analysis_id,4p1cuttwks9m9x6
parameter_name,DN CD44+CD62L- NKT cells
parameter_id,IMPC_IMM_046_001
pvalue,0.3889301
