gene_symbol,Lpgat1
pvalue,0.9331612
gene_accession_id,MGI:2446186
parameter_id,IMPC_EYE_092_002
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
analysis_id,512c058ljt7t4tr
parameter_name,Retina (combined)
