gene_symbol,Cntfr
mouse_strain,C57BL
analysis_id,g7ca9h2k5n030gx
parameter_name,Total NK cells - % of CD45+
mouse_life_stage,Early adult
pvalue,0.2270745
gene_accession_id,MGI:99605
parameter_id,MGP_IMM_033_001
