mouse_strain,C57BL
parameter_name,Zygomatic bone
gene_symbol,Bach2
mouse_life_stage,Early adult
pvalue,0.939022
analysis_id,26n0pmr18k164m5
gene_accession_id,MGI:894679
parameter_id,IMPC_XRY_002_001
