parameter_id,MGP_PBI_014_001
gene_symbol,Bach2
analysis_id,223wi7i06coa4pt
parameter_name,B cell percentage
gene_accession_id,MGI:894679
pvalue,0
mouse_life_stage,Early adult
mouse_strain,C55BL
