gene_symbol,Tiprl
mouse_strain,C57BL
parameter_id,MGP_MLN_064_001
analysis_id,0ibn2k3vy00nu81
mouse_life_stage,E9.5
gene_accession_id,MGI:1915087
parameter_name,Total CD4+ T cells - % of CD45+
pvalue,0.3839715
